1033,"188 EAST 78 STREET, New York City, NY, ",Match,Exact,"188 E 78TH ST, NEW YORK, NY, 10075","-73.958176,40.773754",59657402,R,36,61,14000,3001
2364,"5923 STRICKLAND AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1032,"170 EAST 78 STREET, New York City, NY, ",Match,Exact,"170 E 78TH ST, NEW YORK, NY, 10075","-73.958626,40.773945",59657402,R,36,61,14000,3001
2363,"1930 BERGEN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1031,"170 EAST 77 STREET, New York City, NY, ",Match,Exact,"170 E 77TH ST, NEW YORK, NY, 10075","-73.959175,40.773346",59657396,R,36,61,12800,1000
2362,"9204 AVENUE N, New York City, NY, ",No_Match,,,,,,,,,
1030,"145 EAST 76 STREET, New York City, NY, ",Match,Exact,"145 E 76TH ST, NEW YORK, NY, 10021","-73.96019,40.77296",59657400,L,36,61,12800,1000
2361,"1364 EAST 92 STREET, New York City, NY, ",No_Match,,,,,,,,,
2360,"1029 EAST 86 STREET, New York City, NY, ",Match,Non_Exact,"1029 W 86TH ST, NEW YORK, NY, 10024","-73.97853,40.789173",59656600,R,36,61,17500,3000
1029,"823 PARK AVENUE, New York City, NY, ",Match,Exact,"823 PARK AVE, NEW YORK, NY, 10021","-73.9623,40.77318",59657371,R,36,61,12800,4001
1028,"188 EAST 76 STREET, New York City, NY, ",Match,Exact,"188 E 76TH ST, NEW YORK, NY, 10021","-73.95981,40.77279",59657400,R,36,61,12800,1001
2359,"8413 AVENUE K, New York City, NY, ",No_Match,,,,,,,,,
1027,"1065 LEXINGTON AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2358,"751 EAST 89 STREET, New York City, NY, ",No_Match,,,,,,,,,
1026,"1068 LEXINGTON AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2357,"538 EAST 86 STREET, New York City, NY, ",Match,Exact,"538 E 86TH ST, NEW YORK, NY, 10028","-73.94637,40.775608",59658383,R,36,61,14401,1000
1025,"1036 LEXINGTON AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2356,"1733 OCEAN AVENUE, New York City, NY, ",No_Match,,,,,,,,,
1024,"1040 LEXINGTON AVENUE, New York City, NY, ",No_Match,,,,,,,,,
2355,"1010 EAST 35 STREET, New York City, NY, ",No_Match,,,,,,,,,
1023,"157 EAST 74 STREET, New York City, NY, ",Match,Exact,"157 E 74TH ST, NEW YORK, NY, 10021","-73.960815,40.771564",59657378,L,36,61,12800,1002
2354,"2012 JEROME AVENUE, New York City, NY, ",No_Match,,,,,,,,,
3685,"10 EAST 14 STREET, New York City, NY, ",Match,Exact,"10 E 14TH ST, NEW YORK, NY, 10003","-73.993095,40.735783",59653545,R,36,61,6100,1000
3686,"300 EAST 55 STREET, New York City, NY, ",Match,Exact,"300 E 55TH ST, NEW YORK, NY, 10022","-73.96617,40.757977",650089038,R,36,61,10800,5000
3687,"505 GREENWICH STREET, New York City, NY, ",Match,Exact,"505 GREENWICH ST, NEW YORK, NY, 10013","-74.00912,40.725815",59661678,R,36,61,3700,1017
3688,"240 RIVERSIDE BOULEVARD, New York City, NY, ",Match,Exact,"240 RIVERSIDE BLVD, NEW YORK, NY, 10069","-73.98745,40.780323",639542567,R,36,61,15900,2001
3689,"15 ST MARK'S PLACE, New York City, NY, ",Match,Non_Exact,"15 SAINT MARKS PL, NEW YORK, NY, 10003","-73.98899,40.72917",59654036,L,36,61,3800,1000
1044,"200 EAST 66 STREET, New York City, NY, ",Match,Exact,"200 E 66TH ST, NEW YORK, NY, 10065","-73.96337,40.765892",650087771,R,36,61,11800,7000
