,address,City,State,Zip
6066,37-33 LAWRENCE STREET,New York City,NY, 
6069,40-11 192 STREET,New York City,NY, 
6070,43-10 CRESCENT STREET,New York City,NY, 
6072,28-21 ASTORIA BOULEVARD,New York City,NY, 
6082,119-40 UNION TURNPIKE,New York City,NY, 
6086,1920 HARMAN STREET,New York City,NY, 
6094,101-06 43 AVENUE,New York City,NY, 
6097,10-30 NEILSON STREET,New York City,NY, 
6098,62-05 WOODHAVEN BOULEVARD,New York City,NY, 
6145,40 PARK AVENUE,New York City,NY, 
6158,127 RIVERSIDE DRIVE,New York City,NY, 
6176,140 EAST 31 STREET,New York City,NY, 
6177,51 MONROE STREET,New York City,NY, 
6193,251 WEST 97 STREET,New York City,NY, 
6195,15 PARK AVENUE,New York City,NY, 
6202,53 PERRY STREET,New York City,NY, 
6207,404 EAST 88 STREET,New York City,NY, 
6226,220 EAST 63 STREET,New York City,NY, 
6228,150 EAST 30 STREET,New York City,NY, 
6230,336 WEST 95 STREET,New York City,NY, 
6250,258 WEST 22 STREET,New York City,NY, 
6258,2 RIVERSIDE DRIVE,New York City,NY, 
6268,610 WEST 116 STREET,New York City,NY, 
6276,412 WEST END AVENUE,New York City,NY, 
6298,235 EAST 80 STREET,New York City,NY, 
6305,110 WEST 109 STREET,New York City,NY, 
6315,525 EAST 81 STREET,New York City,NY, 
6326,215 WEST 20 STREET,New York City,NY, 
6329,7 MORTON STREET,New York City,NY, 
6344,509 CATHEDRAL PARKWAY,New York City,NY, 
6345,599 HUDSON STREET,New York City,NY, 
6346,260 RIVERSIDE DRIVE,New York City,NY, 
6347,79 THOMPSON STREET,New York City,NY, 
6348,1290 LEXINGTON AVENUE,New York City,NY, 
6349,224 EAST 39 STREET,New York City,NY, 
6355,108 HORATIO STREET,New York City,NY, 
6356,70 EAST 12 STREET,New York City,NY, 
6361,512 EAST 12 STREET,New York City,NY, 
6364,326 EAST 109 STREET,New York City,NY, 
6378,305 RIVERSIDE DRIVE,New York City,NY, 
6380,115 EAST 82 STREET,New York City,NY, 
6383,70 BATTERY PLACE,New York City,NY, 
6390,202 RIVERSIDE DRIVE,New York City,NY, 
6392,200 RIVERSIDE DRIVE,New York City,NY, 
6398,195 EAST 4 STREET,New York City,NY, 
6399,61 WEST 106 STREET,New York City,NY, 
6400,418 EAST 85 STREET,New York City,NY, 
6401,188 NORFOLK STREET,New York City,NY, 
6409,519 EAST 76 STREET,New York City,NY, 
6422,167 EAST 90 STREET,New York City,NY, 
6423,216 EAST 77 STREET,New York City,NY, 
6438,165 EAST 99 STREET,New York City,NY, 
6445,660 FT WASHINGTON AVENUE,New York City,NY, 
6449,548 RIVERSIDE DRIVE,New York City,NY, 
6453,250 WEST 105 STREET,New York City,NY, 
6455,213 EAST 73 STREET,New York City,NY, 
6463,424 EAST 66 STREET,New York City,NY, 
6464,34 WEST 86 STREET,New York City,NY, 
6466,312 EAST 92 STREET,New York City,NY, 
6477,610 WEST 113 STREET,New York City,NY, 
6480,306 EAST 89 STREET,New York City,NY, 
6482,219 EAST 25 STREET,New York City,NY, 
6494,203 WEST 106 STREET,New York City,NY, 
6505,540 WEST 112 STREET,New York City,NY, 
6509,900 WEST END AVENUE,New York City,NY, 
6512,514 EAST 5 STREET,New York City,NY, 
6519,422 EAST 10 STREET,New York City,NY, 
6522,232 EAST 2 STREET,New York City,NY, 
6523,207 EAST 5 STREET,New York City,NY, 
6526,639 WEST 204 STREET,New York City,NY, 
6527,120 SUFFOLK STREET,New York City,NY, 
6545,321 EAST 85 STREET,New York City,NY, 
6547,133 WEST 74 STREET,New York City,NY, 
6557,515 EAST 6 STREET,New York City,NY, 
6564,237 EAST 20 STREET,New York City,NY, 
6573,65 WEST 70 STREET,New York City,NY, 
6586,123 BANK STREET,New York City,NY, 
6596,730 WEST 183 STREET,New York City,NY, 
6602,216 WEST 16 STREET,New York City,NY, 
6603,425 WEST 48 STREET,New York City,NY, 
6608,366 BROOME STREET,New York City,NY, 
6612,59 WEST 105 STREET,New York City,NY, 
6613,29 WEST 84 STREET,New York City,NY, 
6614,311 EAST 21 STREET,New York City,NY, 
6615,24 WEST 75 STREET,New York City,NY, 
6621,490 EAST 74 STREET,New York City,NY, 
6650,220 WEST 71 STREET,New York City,NY, 
6661,237 WEST 10 STREET,New York City,NY, 
6662,92 GROVE STREET,New York City,NY, 
6675,23 WEST 75 STREET,New York City,NY, 
6680,51 BENNETT AVENUE,New York City,NY, 
6689,222 EAST 75 STREET,New York City,NY, 
6693,419 WEST 118 STREET,New York City,NY, 
6710,949 WEST END AVENUE,New York City,NY, 
6718,163 WEST 133 STREET,New York City,NY, 
6729,358 WEST END AVENUE,New York City,NY, 
6732,115 WEST 137 STREET,New York City,NY, 
6734,324 WEST 84 STREET,New York City,NY, 
6741,323 WEST 4 STREET,New York City,NY, 
6765,271 WEST 140 STREET,New York City,NY, 
6771,7 WEST 87 STREET,New York City,NY, 
6796,414 WEST 48 STREET,New York City,NY, 
6807,58 AVENUE A,New York City,NY, 
6832,274 WEST 115 STREET,New York City,NY, 
6848,401 WEST 22 STREET,New York City,NY, 
6849,22 WEST 25 STREET,New York City,NY, 
6854,72 THOMPSON STREET,New York City,NY, 
6859,117 WAVERLY PLACE,New York City,NY, 
6866,556 WEST 141 STREET,New York City,NY, 
6871,2 BRADHURST AVENUE,New York City,NY, 
6872,222 EAST 111 STREET,New York City,NY, 
6879,25 WEST 68 STREET,New York City,NY, 
6880,830 8 AVENUE,New York City,NY, 
6887,1501 LEXINGTON AVENUE,New York City,NY, 
6895,106 CONVENT AVENUE,New York City,NY, 
6904,340 EAST 53 STREET,New York City,NY, 
6907,55 NAGLE AVENUE,New York City,NY, 
6911,163 WEST 21 STREET,New York City,NY, 
6914,166 EAST 119 STREET,New York City,NY, 
6944,740 WEST 187 STREET,New York City,NY, 
6948,104 PERRY STREET,New York City,NY, 
6958,158 EAST 97 STREET,New York City,NY, 
6961,215 WEST 116 STREET,New York City,NY, 
6971,460 WEST 147 STREET,New York City,NY, 
6975,139 EAST 13 STREET,New York City,NY, 
6977,412 EAST 11 STREET,New York City,NY, 
6978,2380 BROADWAY,New York City,NY, 
6993,6 EAST 132 STREET,New York City,NY, 
6999,348 WEST 118 STREET,New York City,NY, 
7013,411 EAST 81 STREET,New York City,NY, 
7047,303 ELIZABETH STREET,New York City,NY, 
7056,93 PERRY STREET,New York City,NY, 
7057,45 WEST 132 STREET,New York City,NY, 
7079,224 WEST 141 STREET,New York City,NY, 
7080,234 EAST 88 STREET,New York City,NY, 
7100,335 EAST 13 STREET,New York City,NY, 
7104,224 EAST 70 STREET,New York City,NY, 
7116,880 ST NICHOLAS AVENUE,New York City,NY, 
7122,359 WEST 126 STREET,New York City,NY, 
7131,116 JOHN STREET,New York City,NY, 
7135,127 JOHN STREET,New York City,NY, 
7145,559 WEST 164 STREET,New York City,NY, 
7147,320 EAST 126 STREET,New York City,NY, 
7150,212 EAST 83 STREET,New York City,NY, 
7153,80 SEAMAN AVENUE,New York City,NY, 
7159,320 WEST 55 STREET,New York City,NY, 
7173,40 GOLD STREET,New York City,NY, 
7180,29 EAST BROADWAY,New York City,NY, 
7185,638 WEST 160 STREET,New York City,NY, 
7201,43 1 AVENUE,New York City,NY, 
7202,218 EAST 11 STREET,New York City,NY, 
7205,148 WEST 142 STREET,New York City,NY, 
7213,1460 5 AVENUE,New York City,NY, 
7222,330 WEST 45 STREET,New York City,NY, 
7225,103 WEST 80 STREET,New York City,NY, 
7228,665 WEST 160 STREET,New York City,NY, 
7245,839 RIVERSIDE DRIVE,New York City,NY, 
7246,161 WEST 10 STREET,New York City,NY, 
7249,10 WEST 138 STREET,New York City,NY, 
7250,151 WEST 87 STREET,New York City,NY, 
7252,20 MORNINGSIDE AVENUE,New York City,NY, 
7253,40 WEST 135 STREET,New York City,NY, 
7257,210 WEST 133 STREET,New York City,NY, 
7264,220 AUDUBON AVENUE,New York City,NY, 
7273,421 EAST 12 STREET,New York City,NY, 
7286,437 WEST 54 STREET,New York City,NY, 
7289,50 WEST 139 STREET,New York City,NY, 
7312,41 WEST 58 STREET,New York City,NY, 
7317,213 EAST 10 STREET,New York City,NY, 
7320,226 EAST 25 STREET,New York City,NY, 
7324,148 BRADHURST AVENUE,New York City,NY, 
7338,460 WEST 149 STREET,New York City,NY, 
7339,434 EAST 118 STREET,New York City,NY, 
7342,15 WEST 64 STREET,New York City,NY, 
7344,69 BAYARD STREET,New York City,NY, 
7346,417 WEST 118 STREET,New York City,NY, 
7347,308 EAST 90 STREET,New York City,NY, 
7358,340 EAST 57 STREET,New York City,NY, 
7363,4 WEST 90 STREET,New York City,NY, 
7364,252 WEST 91 STREET,New York City,NY, 
7365,130 EAST 104 STREET,New York City,NY, 
7369,361 WEST 126 STREET,New York City,NY, 
7381,219 EAST 26 STREET,New York City,NY, 
7383,180 RIVERSIDE BOULEVARD,New York City,NY, 
7386,320 MANHATTAN AVENUE,New York City,NY, 
7398,421 WEST 162 STREET,New York City,NY, 
7399,1810 ADAM C POWELL BOULEVARD,New York City,NY, 
7401,516 EAST 86 STREET,New York City,NY, 
7403,354 WEST 34 STREET,New York City,NY, 
7416,353 EDGECOMBE AVENUE,New York City,NY, 
7422,1520 YORK AVENUE,New York City,NY, 
7423,9 EAST 118 STREET,New York City,NY, 
7429,442 3 AVENUE,New York City,NY, 
7434,454 WEST 35 STREET,New York City,NY, 
7439,35 ESSEX STREET,New York City,NY, 
7441,345 SOUTH END AVENUE,New York City,NY, 
7442,340 EAST 52 STREET,New York City,NY, 
7459,303 10 AVENUE,New York City,NY, 
7461,717 8 AVENUE,New York City,NY, 
7464,1658 YORK AVENUE,New York City,NY, 
7466,518 FT WASHINGTON AVENUE,New York City,NY, 
7467,71 WEST 12 STREET,New York City,NY, 
7471,2253 ADAM C. POWELL BOULEVARD,New York City,NY, 
7474,4 EAST 89 STREET,New York City,NY, 
7475,539 EAST 6 STREET,New York City,NY, 
7481,203 EAST 86 STREET,New York City,NY, 
7484,2194 3 AVENUE,New York City,NY, 
7485,231 EAST 111 STREET,New York City,NY, 
7487,60 EAST 12 STREET,New York City,NY, 
7490,211 NORTH END AVENUE,New York City,NY, 
7491,103 WEST 25 STREET,New York City,NY, 
7495,295 PARK AVENUE SOUTH,New York City,NY, 
7503,1565 THIERIOT AVENUE,New York City,NY, 
7507,2260 BRONX PARK EAST,New York City,NY, 
7508,280 LONGSTREET AVENUE,New York City,NY, 
7511,835 HOME STREET,New York City,NY, 
7513,1125 WYATT STREET,New York City,NY, 
7514,1266 OLMSTEAD AVENUE,New York City,NY, 
7515,1975 BIRCHALL AVENUE,New York City,NY, 
7516,2182 BARNES AVENUE,New York City,NY, 
7518,115 MARCY PLACE,New York City,NY, 
7522,116 EAST MOSHOLU PARKWAY S,New York City,NY, 
7526,1841 MOHEGAN AVENUE,New York City,NY, 
7527,787 PROSPECT AVENUE,New York City,NY, 
7529,500 KAPPOCK STREET,New York City,NY, 
7530,3800 PUTNAM AVENUE WEST,New York City,NY, 
7532,31 WEST TREMONT AVENUE,New York City,NY, 
7533,825 BOYNTON AVENUE,New York City,NY, 
7534,1277 SHAKESPEARE AVENUE,New York City,NY, 
7536,770 EAST 221 STREET,New York City,NY, 
7537,3830 BRONX BOULEVARD,New York City,NY, 
7538,3057 BAILEY AVENUE,New York City,NY, 
7539,3815 PUTNAM AVENUE WEST,New York City,NY, 
7540,3110 BAILEY AVENUE,New York City,NY, 
7542,2035 BELMONT AVENUE,New York City,NY, 
7543,2828 DECATUR AVENUE,New York City,NY, 
7544,237 WILLIS AVENUE,New York City,NY, 
7548,1138 WASHINGTON AVENUE,New York City,NY, 
7549,600 TRINITY AVENUE,New York City,NY, 
7550,116 WEST 197 STREET,New York City,NY, 
7551,938 BRONX PARK SOUTH,New York City,NY, 
7554,2350 CAMBRELENG AVENUE,New York City,NY, 
7555,1171 WASHINGTON AVENUE,New York City,NY, 
7557,2853 WEBB AVENUE,New York City,NY, 
7559,2134 VYSE AVENUE,New York City,NY, 
7563,946 COLLEGE AVENUE,New York City,NY, 
7565,2950 PARK AVENUE,New York City,NY, 
7566,676 BECK STREET,New York City,NY, 
7567,3214 KINGSBRIDGE AVENUE,New York City,NY, 
7570,1514 SEDGWICK AVENUE,New York City,NY, 
7571,1140 TIFFANY STREET,New York City,NY, 
7573,870 FREEMAN STREET,New York City,NY, 
7575,984 SHERIDAN AVENUE,New York City,NY, 
7577,913 EAST 179 STREET,New York City,NY, 
7578,996 ALDUS STREET,New York City,NY, 
7582,651 SOUTHERN BOULEVARD,New York City,NY, 
7584,1018 EAST 163 STREET,New York City,NY, 
7586,587 EAST 139 STREET,New York City,NY, 
7587,862 SOUTHERN BOULEVARD,New York City,NY, 
7591,1341 FRANKLIN AVENUE,New York City,NY, 
7592,2000 WASHINGTON AVENUE,New York City,NY, 
7593,3200 DECATUR AVENUE,New York City,NY, 
7594,1145 LONGFELLOW AVENUE,New York City,NY, 
7595,1160 EVERGREEN AVENUE,New York City,NY, 
7596,4067 LOWERRE PLACE,New York City,NY, 
7597,2340 VALENTINE AVENUE,New York City,NY, 
7598,570 EAST 2 STREET,New York City,NY, 
7602,2820 OCEAN AVENUE,New York City,NY, 
7604,1685 EAST 5 STREET,New York City,NY, 
7606,4701 15 AVENUE,New York City,NY, 
7608,89 7 AVENUE,New York City,NY, 
7615,252 ADELPHI STREET,New York City,NY, 
7616,276 DEAN STREET,New York City,NY, 
7618,555 EAST 21 STREET,New York City,NY, 
7622,155 GARFIELD PLACE,New York City,NY, 
7623,165 JORALEMON STREET,New York City,NY, 
7626,98 PIERREPONT STREET,New York City,NY, 
7628,286 LINCOLN ROAD,New York City,NY, 
7629,159 EASTERN PARKWAY,New York City,NY, 
7630,4615 9 AVENUE,New York City,NY, 
7632,490 HERZL STREET,New York City,NY, 
7635,364 LINCOLN PLACE,New York City,NY, 
7636,1729 67 STREET,New York City,NY, 
7637,84 LAWRENCE AVENUE,New York City,NY, 
7639,3110 BRIGHTON 4 STREET,New York City,NY, 
7640,540 ROCKAWAY PARKWAY,New York City,NY, 
7642,1437 CARROLL STREET,New York City,NY, 
7643,286 CLINTON STREET,New York City,NY, 
7644,19 MARINE AVENUE,New York City,NY, 
7646,611 DAHILL ROAD,New York City,NY, 
7647,1157 70 STREET,New York City,NY, 
7651,201 FOSTER AVENUE,New York City,NY, 
7652,360 95 STREET,New York City,NY, 
7653,832 42 STREET,New York City,NY, 
7656,614 40 STREET,New York City,NY, 
7657,1428 EAST 5 STREET,New York City,NY, 
7658,65 WILLOUGHBY AVENUE,New York City,NY, 
7659,687 86 STREET,New York City,NY, 
7660,88 ADELPHI STREET,New York City,NY, 
7662,888 UNION STREET,New York City,NY, 
7667,436 NEW YORK AVENUE,New York City,NY, 
7668,1629 EAST 12 STREET,New York City,NY, 
7669,440 ST JOHNS PLACE,New York City,NY, 
7670,446 ST JOHNS PLACE,New York City,NY, 
7672,339 3 STREET,New York City,NY, 
7674,958 42 STREET,New York City,NY, 
7675,2365 EAST 13 STREET,New York City,NY, 
7676,1325 UNION STREET,New York City,NY, 
7677,417 OCEAN AVENUE,New York City,NY, 
7679,7402 21 AVENUE,New York City,NY, 
7680,556 AVENUE Z,New York City,NY, 
7681,575 3 STREET,New York City,NY, 
7682,400 CLINTON AVENUE,New York City,NY, 
7684,57 PROSPECT PARK SOUTHWEST,New York City,NY, 
7686,495 LINCOLN PLACE,New York City,NY, 
7687,649 PROSPECT PLACE,New York City,NY, 
7688,3026 BRIGHTON 14 STREET,New York City,NY, 
7690,9 MURDOCK COURT,New York City,NY, 
7691,39 MAC DONOUGH STREET,New York City,NY, 
7692,70 EAST 8 STREET,New York City,NY, 
7694,501 BRIGHTWATER COURT,New York City,NY, 
7704,195 SOUTH 9 STREET,New York City,NY, 
7710,800 EAST 13 STREET,New York City,NY, 
7712,378 PENNSYLVANIA AVENUE,New York City,NY, 
7713,1426 LORING AVENUE,New York City,NY, 
7715,1178 EASTERN PARKWAY,New York City,NY, 
7716,1044 EAST NEW YORK AVENUE,New York City,NY, 
7718,2174 ATLANTIC AVENUE,New York City,NY, 
7719,658 MONTGOMERY STREET,New York City,NY, 
7722,373 SOUTH 2 STREET,New York City,NY, 
7727,2044 BERGEN STREET,New York City,NY, 
7729,58 LEWIS AVENUE,New York City,NY, 
7731,4813 15 AVENUE,New York City,NY, 
7733,77 7 AVENUE,New York City,NY, 
7735,950 WILLOUGHBY AVENUE,New York City,NY, 
7737,175 LOTT STREET,New York City,NY, 
7738,601 ALBANY AVENUE,New York City,NY, 
7746,742 EAST 3 STREET,New York City,NY, 
7747,2911 BRIGHTON 5 STREET,New York City,NY, 
7749,125 BRIGHTON 11 STREET,New York City,NY, 
7750,190 SOUTH 8 STREET,New York City,NY, 
7752,210 MARINE AVENUE,New York City,NY, 
7756,269 PROSPECT PLACE,New York City,NY, 
7757,2039 HOMECREST AVENUE,New York City,NY, 
7759,3099 BRIGHTON 6 STREET,New York City,NY, 
7761,28 MARINE AVENUE,New York City,NY, 
7770,160 WILSON STREET,New York City,NY, 
7774,6402 24 AVENUE,New York City,NY, 
7775,180 QUINCY STREET,New York City,NY, 
7779,103 SMITH STREET,New York City,NY, 
7781,224 METROPOLITAN AVENUE,New York City,NY, 
7789,7422 17 AVENUE,New York City,NY, 
7804,1700 EAST 15 STREET,New York City,NY, 
7809,39 OCEAN AVENUE,New York City,NY, 
7828,2954 BRIGHTON 12 STREET,New York City,NY, 
7837,9747 SHORE ROAD,New York City,NY, 
7838,2990 BRIGHTON 12 STREET,New York City,NY, 
7848,467 42 STREET,New York City,NY, 
7849,3001 SHORE PARKWAY,New York City,NY, 
7852,536 EAST 96 STREET,New York City,NY, 
7854,2430 63 STREET,New York City,NY, 
7868,283 ALBANY AVENUE,New York City,NY, 
7882,195 DRIGGS AVENUE,New York City,NY, 
7884,5 SPENCER COURT,New York City,NY, 
7889,16 WAVERLY AVENUE,New York City,NY, 
7896,1086 BROADWAY,New York City,NY, 
7899,154 AVENUE P,New York City,NY, 
7908,5118 14 AVENUE,New York City,NY, 
7909,1850 82 STREET,New York City,NY, 
7923,2349 BENSON AVENUE,New York City,NY, 
7933,284 EASTERN PARKWAY,New York City,NY, 
7935,256 PACIFIC STREET,New York City,NY, 
7942,483 LINDEN BOULEVARD,New York City,NY, 
7944,906 AVENUE S,New York City,NY, 
7949,230 73 STREET,New York City,NY, 
7962,635 GRAND AVENUE,New York City,NY, 
7963,4641 BEDFORD AVENUE,New York City,NY, 
7966,165 MESEROLE STREET,New York City,NY, 
7967,311 8 STREET,New York City,NY, 
7973,3154 CONEY ISLAND AVENUE,New York City,NY, 
7977,3841 18 AVENUE,New York City,NY, 
7978,911 8 AVENUE,New York City,NY, 
7983,1420 AVENUE L,New York City,NY, 
7984,3126 CONEY ISLAND AVENUE,New York City,NY, 
7987,70 PROSPECT PARK WEST,New York City,NY, 
7989,1367 WEST 6 STREET,New York City,NY, 
7992,4515 12 AVENUE,New York City,NY, 
8004,1543 WEST 7 STREET,New York City,NY, 
8008,364 SOUTH 1 STREET,New York City,NY, 
8010,178 OCEAN PARKWAY,New York City,NY, 
8014,4520 12 AVENUE,New York City,NY, 
8016,417 LORIMER STREET,New York City,NY, 
8019,158 26 STREET,New York City,NY, 
8020,5407 KINGS HIGHWAY,New York City,NY, 
8027,476 EASTERN PARKWAY,New York City,NY, 
8030,163 LEONARD STREET,New York City,NY, 
8036,1455 55 STREET,New York City,NY, 
8038,2709A OCEAN AVENUE,New York City,NY, 
8040,1660 EAST 13 STREET,New York City,NY, 
8041,974 47 STREET,New York City,NY, 
8045,390 VERNON AVENUE,New York City,NY, 
8047,171 MESEROLE STREET,New York City,NY, 
8050,1432 WEST 5 STREET,New York City,NY, 
8054,2905 BEVERLEY ROAD,New York City,NY, 
8055,497 EASTERN PARKWAY,New York City,NY, 
8056,175 OCEAN PARKWAY,New York City,NY, 
8057,2160 CATON AVENUE,New York City,NY, 
8058,879 BERGEN STREET,New York City,NY, 
8060,555 GATES AVENUE,New York City,NY, 
8066,2939 OCEAN AVENUE,New York City,NY, 
8070,169 ROGERS AVENUE,New York City,NY, 
8072,3108 BRIGHTON 5 STREET,New York City,NY, 
8082,1517 OCEAN AVENUE,New York City,NY, 
8088,2282 OCEAN AVENUE,New York City,NY, 
8089,915 84 STREET,New York City,NY, 
8091,1256 EAST 13 STREET,New York City,NY, 
8096,1058 BERGEN STREET,New York City,NY, 
8097,187 ROCHESTER AVENUE,New York City,NY, 
8106,2031 OCEAN AVENUE,New York City,NY, 
8116,2935 OCEAN PARKWAY,New York City,NY, 
8120,9507 KINGS HIGHWAY,New York City,NY, 
8123,150 MARINE AVENUE,New York City,NY, 
8130,20 CROOKE AVENUE,New York City,NY, 
8132,777 FOSTER AVENUE,New York City,NY, 
8134,947 MONTGOMERY STREET,New York City,NY, 
8136,85 GREENPOINT AVENUE,New York City,NY, 
8146,360 SNEDIKER AVENUE,New York City,NY, 
8149,416 EAST 17 STREET,New York City,NY, 
8150,18 IRVING AVENUE,New York City,NY, 
8155,311 BALTIC STREET,New York City,NY, 
8176,825 EAST 9 STREET,New York City,NY, 
8184,345 ST JOHNS PLACE,New York City,NY, 
8188,419 HENDRIX STREET,New York City,NY, 
8190,3022 EMMONS AVENUE,New York City,NY, 
8192,1401 WILLOUGHBY AVENUE,New York City,NY, 
8194,1726 84 STREET,New York City,NY, 
8196,91 ST NICHOLAS AVENUE,New York City,NY, 
8205,110 AVENUE S,New York City,NY, 
8209,215 ROEBLING STREET,New York City,NY, 
8210,1860 OCEAN PARKWAY,New York City,NY, 
8219,6801 21 AVENUE,New York City,NY, 
8225,6301 BAY PARKWAY,New York City,NY, 
8226,3121 BRIGHTON 5 STREET,New York City,NY, 
8228,206 QUENTIN ROAD,New York City,NY, 
8229,898 EAST 35 STREET,New York City,NY, 
8231,612 ARGYLE ROAD,New York City,NY, 
8232,663 HOWARD AVENUE,New York City,NY, 
8234,342 ELDERT STREET,New York City,NY, 
8236,1725 DORCHESTER ROAD,New York City,NY, 
8238,5313 6 AVENUE,New York City,NY, 
8244,402 MARLBOROUGH ROAD,New York City,NY, 
8245,91 CLIFTON PLACE,New York City,NY, 
8258,1901 AVENUE P,New York City,NY, 
8259,2054 NOSTRAND AVENUE,New York City,NY, 
8260,169 NORTH 10 STREET,New York City,NY, 
8261,2253 CROPSEY AVENUE,New York City,NY, 
8262,429 61 STREET,New York City,NY, 
8264,476 PULASKI STREET,New York City,NY, 
8268,1245 50 STREET,New York City,NY, 
8276,223 LENOX ROAD,New York City,NY, 
8293,127 GREEN STREET,New York City,NY, 
8300,885 EAST 38 STREET,New York City,NY, 
8316,5103 14 AVENUE,New York City,NY, 
8319,950 ST MARKS AVENUE,New York City,NY, 
8320,100 BROADWAY,New York City,NY, 
8322,140 HANCOCK STREET,New York City,NY, 
8324,240 NEW JERSEY AVENUE,New York City,NY, 
8335,108 FENIMORE STREET,New York City,NY, 
8336,644 OCEAN PARKWAY,New York City,NY, 
8343,1030 OCEAN AVENUE,New York City,NY, 
8345,44 LINDEN STREET,New York City,NY, 
8349,12 CLARK STREET,New York City,NY, 
8352,2101 WESTBURY COURT,New York City,NY, 
8353,111 MONTAGUE STREET,New York City,NY, 
8354,249 FLATBUSH AVENUE,New York City,NY, 
8356,88 VAN SICKLEN STREET,New York City,NY, 
8371,2901 OCEAN PARKWAY,New York City,NY, 
8376,1594 EASTERN PARKWAY,New York City,NY, 
8377,1472 52 STREET,New York City,NY, 
8381,666 39 STREET,New York City,NY, 
8391,251 CLIFTON PLACE,New York City,NY, 
8392,1 VERNON AVENUE,New York City,NY, 
8394,2337 PACIFIC STREET,New York City,NY, 
8397,8684 20 AVENUE,New York City,NY, 
8399,475 HENDRIX STREET,New York City,NY, 
8411,568 UNION AVENUE,New York City,NY, 
8414,5302 6 AVENUE,New York City,NY, 
8417,49 CLARKSON AVENUE,New York City,NY, 
8426,535 45 STREET,New York City,NY, 
8427,2225 BENSON AVENUE,New York City,NY, 
8435,566 MARCY AVENUE,New York City,NY, 
8438,576 39 STREET,New York City,NY, 
8439,1266 54 STREET,New York City,NY, 
8440,1154 PACIFIC STREET,New York City,NY, 
8442,4750 BEDFORD AVENUE,New York City,NY, 
8443,698 WILLOUGHBY AVENUE,New York City,NY, 
8447,39 WAVERLY AVENUE,New York City,NY, 
8458,1040 55 STREET,New York City,NY, 
8462,201 EASTERN PARKWAY,New York City,NY, 
8463,399 HEWES STREET,New York City,NY, 
8473,1290 EAST 19 STREET,New York City,NY, 
8481,148 LINDEN BOULEVARD,New York City,NY, 
8488,75 BUSHWICK AVENUE,New York City,NY, 
8494,1014 AVENUE J,New York City,NY, 
8514,1715 KINGS HIGHWAY,New York City,NY, 
8528,86-16 56 AVENUE,New York City,NY, 
8532,39-09 112 STREET,New York City,NY, 
8535,22-30 MOTT AVENUE,New York City,NY, 
8542,198-39 32 AVE,New York City,NY, 
8544,42-06 212 STREET,New York City,NY, 
8545,212-16 38 AVENUE,New York City,NY, 
8546,87-82 PARSONS BOULEVARD,New York City,NY, 
8548,73-07 153 STREET,New York City,NY, 
8555,65-84 BOOTH STREET,New York City,NY, 
8556,42-25 LAYTON STREET,New York City,NY, 
8557,188-00 PECK AVENUE,New York City,NY, 
8560,75-08 35 AVENUE,New York City,NY, 
8561,67-67 BURNS STREET,New York City,NY, 
8563,63-53 HARING STREET,New York City,NY, 
8564,37-25 64 STREET,New York City,NY, 
8565,29-01 148 STREET,New York City,NY, 
8566,70-01 113 STREET,New York City,NY, 
8570,30-56 30 STREET,New York City,NY, 
8574,35-30 81 STREET,New York City,NY, 
8576,45-36 39 PLACE,New York City,NY, 
8578,84-10 34 AVENUE,New York City,NY, 
8579,32-56 81 STREET,New York City,NY, 
8581,89-09 32 AVENUE,New York City,NY, 
8585,61-17 68 AVENUE,New York City,NY, 
8593,43-06 63 STREET,New York City,NY, 
8598,63-07 SAUNDERS STREET,New York City,NY, 
8604,25-31 30 ROAD,New York City,NY, 
8605,98-05 67 AVENUE,New York City,NY, 
8606,33-39 MURRAY STREET,New York City,NY, 
8614,41-07 95 STREET,New York City,NY, 
8620,52-09 90 STREET,New York City,NY, 
8622,137-02 JEWEL AVENUE,New York City,NY, 
8626,111-09 76 ROAD,New York City,NY, 
8627,10-06 NEILSON STREET,New York City,NY, 
8631,94-45 86 ROAD,New York City,NY, 
8632,86-08 ATLANTIC AVENUE,New York City,NY, 
8640,75-05 113 STREET,New York City,NY, 
8647,104-21 68 DRIVE,New York City,NY, 
8651,491 GRANDVIEW AVENUE,New York City,NY, 
8652,40-17 70 STREET,New York City,NY, 
8653,101-43 95 STREET,New York City,NY, 
8660,37-37 88 STREET,New York City,NY, 
8662,73-05 CENTRAL AVENUE,New York City,NY, 
8663,202-02 43 AVENUE,New York City,NY, 
8668,99-60 64 AVENUE,New York City,NY, 
8669,42-65 80 STREET,New York City,NY, 
8676,96-09 66 AVENUE,New York City,NY, 
8678,94-30 HORACE HARDING EXPWY,New York City,NY, 
8681,86-30 ST JAMES AVENUE,New York City,NY, 
8683,39-19 62 STREET,New York City,NY, 
8689,40-15 HAMPTON STREET,New York City,NY, 
8690,87-21 87 STREET,New York City,NY, 
8693,82-60 116 STREET,New York City,NY, 
8697,23-06 21 STREET,New York City,NY, 
8698,64-45 BOOTH STREET,New York City,NY, 
8703,43-09 43 STREET,New York City,NY, 
8704,67-70 YELLOWSTONE BOULEVARD,New York City,NY, 
8706,210-02 43 AVENUE,New York City,NY, 
8707,43-05 65 STREET,New York City,NY, 
8710,116-16 AUDLEY STREET,New York City,NY, 
8712,35-01 21 AVENUE,New York City,NY, 
8717,43-06 159 STREET,New York City,NY, 
